timestamp,sending_address,receiving_address,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,risk_score,anomaly,age_group,purchase_pattern
1789227445,0xcee054687e878829d748b63834087a7b3b1d5f7e,0xc9001ca3a6484385d42c157dbc48a501a20ffccc,1703.44,scam,South America,68.87,8,60,64.41,moderate_risk,new,random
1789238338,0x9f3301a66977e361b8a9f86b0f7b7598aac74cf6,0x058c76a806a02e540216d1cf4a4f5e085c2313ef,4589.49,phishing,Africa,12.156,4,86,58.16,high_risk,established,random
1789231385,0x20985fa6373e77bbac7c25c89dfcc8ade9658de7,0xb2804c92519eee2cbdecfa3091ab45572b0b4416,3556.77,scam,Europe,63.123,2,12,59.77,moderate_risk,established,focused
1789254233,0xa1f3db97b9c6bfbfd59400eaee683dc855a83d0a,0xcfa7411fbb1f612833021aa35fee57821983607c,3033.01,purchase,South America,145.176,7,69,47.05,moderate_risk,new,high_value
1789216028,0x86aff37508137caaf21bd049749f6ab7e93fa5dd,0x8ab5373334408dd715dbe95834a1c5267ab02ec1,1382.07,sale,Africa,146.209,2,32,53.43,low_risk,new,focused
1789276687,0x38987dacaa377f304b415a6239f9b8099174920d,0xf7bf0b8634b4bf4493d8f82e4ce31d7518eeccab,1009.08,transfer,Africa,63.215,7,35,28.83,low_risk,new,focused
1789238549,0xb8150647fff8dae9c2b6e516fc293d8685bfc456,0x0946c90dd49eab6e3cd548ee66163329653ee753,3363.63,transfer,Europe,50.187,4,66,16.13,high_risk,established,high_value
1789245071,0x06d0adcc08c1fe60a6fa954b374e5977bdeb8588,0x6c96e94c9fcfd5f801ed8f77ab00e4c984759bd6,3084.94,phishing,South America,122.220,9,41,62.44,high_risk,new,focused
1789221176,0x64d0dfd000bf9acd4a371a77ae6f49e2049b475e,0x1d1a988e667bd668009247b121d49a2cb9b13506,227.05,sale,North America,177.10,3,73,64.82,moderate_risk,new,focused
1789273347,0xde2b0080b99f98a4876776bfaac6c1b967a26125,0x8de0b47ff7d8eabd7165171e3276f718ca2ea236,4006.97,phishing,North America,151.78,10,5,68.71,low_risk,established,focused
1789230064,0x90d0c2522878e65521754c75b0baf7a59abd4607,0x6f6704f5c1b0843fe3f48e172f397f4f2b00a155,1774.91,phishing,Africa,160.108,9,90,14.35,high_risk,veteran,high_value
1789215899,0x0b3254c21d73f9d079eb720890b6fb4d3925f051,0x8eec0d5d69ba9fcf93405ad8d22d54c33051b307,1041.14,scam,Europe,22.121,9,104,11.89,low_risk,established,random
1789251929,0x821834fe181a0a25a017370c7803ee939410c9c9,0x14d5b5f06aada96d61b6e53b659681dcfe766f99,260.45,purchase,South America,134.36,8,8,51.27,high_risk,new,focused
1789247394,0x917317509b6ad3ababac36a4bd426ae830f8b06d,0x26cb12eaf0ef26c6f7c0ca947ce8ed03256c4032,2489.36,phishing,Africa,148.180,10,39,4.74,high_risk,new,focused
1789216151,0xba9b63bea0993f64a027193457ad85e3147fe2d1,0x935c5ab877769ce232a4fe62abc3ca05889e46e8,152.46,purchase,South America,82.193,4,67,3.9,low_risk,veteran,random
1789219139,0x68c01915c4316e234903ed54dfb4a925304d3e3b,0x78d976e6b975acbcf4b41a1a2db9f17ba6f95a75,814.37,purchase,Asia,31.25,6,97,40.09,low_risk,established,random
1789230249,0x3d5357d648bd2188a6dd57b7f63537f63aaa78a1,0x2455214af58e9a898a47b24beca91d33e117ed63,4311.62,sale,South America,22.143,9,87,67.29,high_risk,veteran,high_value
1789246246,0x8974ff5e24c5939de6d00bc1aaf7f947b1a9673f,0x16838f37029d97637fb4277723dfafea43d32774,1522.16,phishing,South America,115.149,1,111,34.4,moderate_risk,new,random
1789275376,0x14f7e3d8644fb5034c578187bf4e13a2b0c20ca5,0x5348a1df6fe1d2c63335d0c4cfa2af98b7cec2f6,3252.8,scam,Europe,130.176,2,119,19.39,high_risk,established,high_value
1789243937,0xcbd01e3c6a8a9098b7b2c3887d7f032dd79a831e,0xe0f23d03ba22002dea88612e5008a78f4a4cf8b4,1686.94,transfer,Europe,62.3,6,69,64.2,high_risk,new,focused
1789284629,0x6bf771272dba148af58714a8f0c974cf53634081,0x6e876d78571b5feaa524b7c4559d316f763faca5,3389.54,phishing,Africa,48.46,10,88,20.12,low_risk,veteran,high_value
1789223680,0x1f7f782aab2b927f6c2bc66b262082e23952b1aa,0x59d458a2070f1328ad96e91bfa04c8c2cc8745bd,4268.6,sale,Europe,140.145,7,87,55.63,low_risk,established,high_value
1789310572,0xe3f553e9b0c3ffd97c3ee4a6d27bf478790521df,0x81edac18306ae812eb36c623ba5c7819e036efe6,2438.92,phishing,Africa,83.248,8,104,40.09,low_risk,veteran,random
1789270506,0x584ef968df962ff1e25e2a5955e8b103b0be4d4f,0x6cc5eebc6bb79978a98191ba937c34df34bdf9f1,2296.42,sale,South America,172.248,2,98,92.36,low_risk,established,focused
1789266350,0x73f3f2f03bf749a25c4b2a6e0dcfd3248c9e82a6,0x22959757a1d56a923393aa4af795d7c7ab17381c,2729.57,purchase,South America,86.77,1,6,71.83,moderate_risk,veteran,high_value
1789214172,0x7154f8b51edb09000ffe560402e8466d6c4d057d,0x7c90fc065d96c2706c92ebf2908977d36086444e,4185.66,sale,North America,76.41,6,26,41.9,high_risk,established,focused
1789311913,0x0759ba8b733e7ecacaea58a5a8e4618bae1df98a,0x47fa9d8b9b2abc52781c5c52baea2cddbac0d1b5,907.41,purchase,Africa,45.3,9,55,50.77,moderate_risk,new,high_value
1789241812,0xd6a354619b63ca7cafca49d31393161f4ca0195c,0x7671fab7cd98c257c2f5193011a71bd55b6beb70,4503.89,phishing,Europe,192.107,1,89,92.74,high_risk,veteran,focused
1789234628,0x3a6cce658e77e3fbc6fa8df71cf563bdced15aca,0x42ce6e64bb4b932bb54a069f2a15529b3500d4f2,4803.97,transfer,North America,17.2,4,8,88.46,moderate_risk,new,high_value
1789268451,0xa7eb41932ddcfb16e6ebfe729cb7e965b41efe53,0x50ae0fc8300af83dd7c1e2b180f101f10a443382,3940.46,scam,Africa,121.51,4,46,78.59,low_risk,veteran,random
1789242354,0xf6352fbf6b3456a61c4914bb65db1e929994cbd8,0x8e6b4e0917f859cbcb571ea88f246da06fe888cd,3583.74,scam,North America,123.85,9,9,47.66,low_risk,established,random
1789269425,0xf9de1414e5b3826024c195849a6428c23456408d,0xf9f4c74745bfa2dfb8a5b1ebb87148a4b9e229b0,2731.13,purchase,Africa,108.191,5,101,43.14,high_risk,established,random
1789230548,0x53489e866b64b1946bcae82aad2f97b8078deb09,0x794a6947d868e233926810eed590f80a49a81ffd,1658.86,transfer,North America,12.218,7,38,2.29,moderate_risk,veteran,random
1789302362,0x00403b0014fe2f449bf7ddcc400f9b724685bf74,0x30b6a04cafc96ffa20a6958b1cd7d0674fa6599a,283.74,phishing,Africa,999.ABC,1,50,57.12,moderate_risk,veteran,focused
1789245998,0x7ff1d6ce9192737646988c49ee238562abe47e96,0x38789090c9808d69b147d8a6e8f6b71128feb3fe,4274.28,phishing,Africa,94.158,8,73,44.1,high_risk,established,focused
1789231686,0xcd38cf3c4ecbf2921fe77b9a7a451a4345024b2b,0xd9b93084f17c77ef803eb74841521b16a352d0b6,1363.79,sale,South America,91.169,9,77,54.68,low_risk,veteran,high_value
1789240020,0x3ad268696b96cc491ad2184c51b6b6e75ab4d53a,0x9c7bb38a12ea34ec62b17e54ed51f252b23a858e,4020.4,scam,Asia,83.254,9,109,91.2,moderate_risk,established,high_value
1789286936,0x8d31b97a8b2937465f4d86f991832c6d2df97f90,0x85792b716396a5f1c562ebda0263e5a068d90385,347.88,purchase,Asia,143.226,9,93,5.17,moderate_risk,established,focused
1789269096,0x3d80a2072277d67a95e6b1845b85ce5467786b06,0xda967c859ed80a3ceb1f9caf4775dfd771e8923f,3218.85,transfer,South America,20.100,10,97,93.22,high_risk,veteran,high_value
1789219024,0x5b836ccd915b73aad2742ba080af73c27f7ed139,0x21ba386904f33abe4204f441b28893a4f6c9c680,3191.1,purchase,0,24.139,5,57,87.84,moderate_risk,new,high_value
1789287065,0x1f1a3d054d38ec90d8d498fd392923f3dfbdb510,0x390818e52852792b97bbfd241f39ac978be312f4,3026.14,purchase,Europe,180.202,10,9,28.34,high_risk,veteran,high_value
1789212627,0xabb3d99544ae2f588862083135a4c6d43c317bfd,0x741d84bbe39c10fdec09a711c5ba58f876a3708b,3334.84,scam,Europe,151.89,0,88,72.89,low_risk,new,high_value
1789279925,0x2a10b03268b3312d50d84af273535b920273b248,0xd70a8a570077f6a81200d695400a9ceb61237867,3289.6,transfer,Africa,10.126,4,95,34.17,low_risk,new,focused
1789304764,0xc1023ae7d5b87fe87c2a218e7e889b4f58023659,0x379f7224fc30e63d785662b39434e1cfb3a0e20a,2471.85,sale,North America,29.129,4,8,9.62,high_risk,veteran,focused
1789226976,0xc84d75bd33211ff65fe7d82553934d6cc62bf9ed,0x1f948ce6eed9a5f36059f74e39f62bcc3cb99ae2,533.81,transfer,North America,178.21,5,72,2.74,moderate_risk,veteran,focused
1789293838,0x8eee5f50cb6e647311907f99d4088f9289ddb6e0,0xe23b5bdbf36ebd6c38392bbdb5cc24bedee82321,4357.63,transfer,Asia,15.173,5,24,84.57,high_risk,veteran,random
1789300021,0x2811dda1f22c819b301c590644800241cac7a46e,0xc6461daba60f33134e4a298c0183b90fd13d96b4,129.78,scam,Europe,46.99,7,39,31.6,low_risk,new,random
1789300990,0x6d5896a4882d90a59fea2ab6a05d6190e60b4a92,0x98b04f9edcc5eb4604ead047839841518ccf3d8b,3410.22,phishing,Asia,112.83,4,50,16.33,moderate_risk,new,random
1789285454,0x3541a5c509a28d73c2f3388bbf4f3a3595866bde,0x825c920ada374334457e5d05a9752098733e0817,4011.89,scam,Asia,95.75,4,26,88.79,low_risk,new,random
1789299050,0x50ef2e28ee1a06e20091ab5d2ba7d6bb769bc100,0xf7ba230de5754b73b626741a2d929eb6e48fc81c,746.15,scam,Asia,90.64,4,23,10.06,moderate_risk,veteran,random
1789297331,0xa51e44e87b76c402c28174d2cdec10f42314fd9a,0xdd8eb082a8f1984867bf749eaae3009ef643130c,1841.56,purchase,North America,84.30,9,57,5.67,high_risk,veteran,random
1789277950,0x4c18bee8557bcae57d0914bf7476d60317f9d858,0x4c0de04c301f46bbd815fd422f62dd9529f56366,894.17,sale,Asia,117.131,2,30,92.29,moderate_risk,established,random
1789281180,0xb9c16ab23d9bf2abb9b485be8f26cf5fcce2c074,0x8b5616a219104f2a0e16451ed331b1202e3f44a6,2161.64,scam,North America,151.37,7,87,21.13,high_risk,established,high_value
1789242923,0xb9897a189ca65b108fb95c80e92112b6c152630c,0x2956f0642f2299f8993ba1523ffa4dea4744b54a,1693.06,scam,Africa,77.14,4,7,1.28,low_risk,veteran,high_value
1789311236,0x369178978983b3659239659ed79ebd3b5cae5674,0xd8a100902152faf9fd042c80a4c6002797799cdb,2379.8,transfer,South America,37.107,2,110,24.21,high_risk,established,random
1789253329,0x9c0437d6a017a0425bb865147ca1e0557a743632,0x9006b73ed81d50d71723506c9402730abe793f50,2007.97,phishing,Europe,177.118,9,55,50.06,high_risk,veteran,random
1789229461,0x9c42de94a2d3f27eb65a617669f5e4b76a20a704,0x01c9fee2078efa75913d914bb387f9730fd11c6d,3655.22,phishing,Asia,147.201,6,35,2.17,moderate_risk,new,focused
1789297970,0x7145d40e2fadd9946dc296e01439a39559be2b35,0xde71868b80001645bb664e22ae392067b63cc0ba,1331.59,purchase,North America,35.93,3,10,53.87,high_risk,veteran,random
1789290904,0x6e902736066d5044912b3f94b50e72744d45f618,0xdb9ad191676afacc8d6c69d44c4b0c5fb82fbe0a,1680.92,purchase,Africa,189.22,4,106,74.05,high_risk,veteran,high_value
1789264974,0x945e8d15777ee2818658de1a8831127f63404a70,0xb851da0d7a677f10866e731c6b9c3358b62a2a84,245.09,transfer,North America,157.89,7,33,59.77,low_risk,new,high_value
1789268478,0xdfaec3c5db084141b89aba028eeba10371059287,0x9941eb326f412425da504e6d9209f2d5bf69b39f,4321.99,purchase,South America,143.124,6,17,93.55,high_risk,veteran,high_value
1789234582,0xdc6606d20e557e89d77ebfabaa17e6fd66a75b08,0x1791d9e685f72b3834c32d36f089c26c184cdb88,2964.78,sale,Europe,115.231,4,68,22.59,low_risk,established,random
1789278607,0x93752bab6bc12416019be5e2a691490a31e5caa3,0xb4c6f75bc6783657c56da715242f1ea8deee7049,1350.74,transfer,South America,157.66,2,13,82.09,high_risk,veteran,focused
1789216632,0x394f9c9d3038cefc46c17f99b6a6d5c6818609c8,0x1e9cf237c225b00cd95640fb5dd04e0bf687ba2b,3040.24,phishing,Africa,150.144,10,39,25.91,low_risk,veteran,random
1789289474,0x84b4a103aea115a64fb14142c54d44e793c83ddc,0x95363f0792d111d3d335228bde68b043bb4d7887,4664.53,phishing,South America,133.10,7,107,90.23,moderate_risk,established,random
1789216223,0xd55c6f6e79be67d60cd188b2c1c8fcdbfd4828ff,0x5db039c7bd75c740a5ecf9f7abbe2567de57afbe,3745.22,scam,Asia,149.182,9,72,82.16,high_risk,veteran,high_value
1789214372,0x6bf35bd68812a5752ff04c97145b52eddabb2404,0xf94f5986851596e651da26d07a622eb699e498c6,3177.55,phishing,North America,10.57,2,38,54.51,low_risk,veteran,random
1789265571,0x8288fb87907824e62d04c7644022885aa9b0a0d7,0xa47239019f4fc3ed981b66f9e259d66eea972b0e,3520.22,phishing,Africa,73.82,1,109,31.78,moderate_risk,new,focused
1789282159,0x27ba5abad3278a02295b94ea3c89e095346b81cd,0x96b5cadb0b9232ed27780ecaf1f85cc4de139350,4719.71,transfer,South America,36.92,4,47,1.76,moderate_risk,established,random
1789300611,0x9fcef9059816bb28ed8e8345a44703227aa1fbd4,0x1407741b6759ef6127e31f635f05b1fef72d37f5,3374.08,sale,North America,135.252,3,29,20.14,moderate_risk,new,high_value
1789299753,0xb996bfd503ba514d66ea0beba445dab21aacca8f,0x71a39a7358a9ce2deced9cc40e18e1215984391c,-444.78,transfer,Asia,57.90,9,51,57.9,moderate_risk,established,high_value
1789222512,0x16672d0ac6249c5f3ae8cc0eacdd241a160715e2,0x724ffd532e06a7e23bc32585dfeed541ca8432f0,3187.54,scam,Africa,70.172,5,98,80.09,low_risk,established,random
1789226911,0xdfa6038f28e3283080f401721719f4cb81f6b40b,0xd094a559522b1f1237607bd3dea9812771ac9bdc,4911.11,scam,South America,86.189,2,42,26.33,high_risk,established,random
1789230830,0xfdf7ee4bbd4c1c8d305d4f69a3ae7da01505d5da,0xb45f824913d157489b62b0188858fe0b997e58f1,3733.72,purchase,Europe,151.147,2,23,87.91,high_risk,established,focused
1789309597,0xbd9425a115668d4420bdf766aa3063de74df15ee,0xec8edf6504bf9a037466573a55ce61629f963f2a,3133.91,sale,Europe,14.137,8,86,37.89,moderate_risk,new,focused
1789300538,0x8d143c306dba3d79fe6565dcc8aa2eec6b97b8dd,0x5b8d426141778d7a48ace9b3c9cca14b2a899358,2236.99,phishing,Africa,148.203,6,18,22.67,high_risk,veteran,high_value
1789235608,0xf040bd10dc10ae47e5bfdcaf342f400cf0334820,0xda8ef08eca40413a6b72f864cf9dde372aa1903c,4970.27,phishing,Europe,38.74,3,13,89.29,high_risk,new,high_value
1789257905,0xa313ca872977197c45c96d3faab7de2e42ac9d9d,0xaf88e670f3bef7c7a6264f63b604a3dc05c2dc0d,3384.57,transfer,Europe,35.57,6,24,29.88,high_risk,established,focused
1789235786,0xcdc5fe4c30fcd8117617449a6f3b19d9cf374f81,0x52ac2f812e12f800d4c071b77eb391c2b691cfa5,4529.21,sale,Africa,109.241,3,7,7.6,high_risk,veteran,high_value
1789269497,0x288d0cc75d6c28b131fe7c07020b396f29346e35,0x2b285bc97b79168f24b9311f8806ebd99616716d,1070.36,scam,Europe,99.108,8,32,60.41,moderate_risk,veteran,random
1789275967,0x03a22731bcab9601f32c6e12c42f988b8d395940,0x5fc839f0779a760f903be5daba42e4d0b3b5943c,3889.99,transfer,Asia,106.59,1,57,47.0,moderate_risk,established,high_value
